ZCTA5,Zip5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON
Z59226,59226,841476083,3543489,324.9,1.37,410,255,48.352474,-104.571021
Z59230,59230,3997652749,155160187,1543.5,59.91,4490,2385,48.101697,-106.83615
Z59231,59231,5165801,0,1.99,0,264,1001,48.398053,-106.547859
Z59240,59240,104518380,0,40.35,0,21,17,48.842166,-106.235732
Z59241,59241,3424980406,6728026,1322.39,2.6,413,240,48.477635,-107.059858
Z59242,59242,98648002,38470506,38.09,14.85,79,41,48.443672,-104.450943
Z59243,59243,987382385,4902810,381.23,1.89,345,175,47.757547,-104.679209
Z59244,59244,512894356,308451,198.03,0.12,65,40,48.590447,-106.306396
Z59247,59247,399176104,807219,154.12,0.31,314,216,48.516199,-104.523505
Z59248,59248,1524843154,12175669,588.75,4.7,762,465,48.29158,-106.299423
Z59250,59250,1418193172,967426,547.57,0.37,198,150,48.874817,-106.556891
Z59252,59252,498039081,509397,192.29,0.2,115,96,48.917904,-104.816259
Z59253,59253,660917420,46112,255.18,0.02,112,87,48.701091,-105.898705
Z59254,59254,703467156,364566,271.61,0.14,2026,1125,48.754335,-104.607972
Z59255,59255,1735019396,16208097,669.89,6.26,3429,1159,48.244168,-105.169231
Z59256,59256,164239119,495500,63.41,0.19,59,39,48.925113,-104.563481
Z59257,59257,397082173,10499,153.31,0,61,71,48.751314,-104.962457
Z59258,59258,465066518,41611,179.56,0.02,110,73,48.5847,-104.691284
Z59259,59259,1623287493,1576393,626.75,0.61,348,252,47.680957,-105.099851
Z59260,59260,894003842,222593,345.18,0.09,110,94,48.826953,-106.087919
Z59261,59261,1291138632,22712094,498.51,8.77,520,354,48.573615,-107.386829
Z59262,59262,712737965,3651934,275.19,1.41,655,306,47.489619,-104.497095
Z59263,59263,1738846633,641849,671.37,0.25,1349,800,48.788149,-105.529249
Z59270,59270,2493672441,22000685,962.81,8.49,7339,3411,47.609455,-104.086128
Z59274,59274,925242329,733947,357.24,0.28,206,131,47.821892,-105.48479
Z59275,59275,986681780,31675077,380.96,12.23,376,249,48.874467,-104.199016
Z59276,59276,291030003,141905,112.37,0.05,40,53,48.952233,-105.212453
Z59301,59301,8145678644,19209945,3145.06,7.42,11404,5421,46.293338,-105.759506
Z59311,59311,2630498028,7691369,1015.64,2.97,159,118,45.171683,-104.417202
Z59312,59312,650616229,167463,251.2,0.06,31,29,47.002377,-106.214844
Z59313,59313,2401019577,4568546,927.04,1.76,2498,1257,46.309664,-104.244522
Z59314,59314,728919060,294830,281.44,0.11,112,76,45.075613,-105.374924
Z59315,59315,582689031,196851,224.98,0.08,150,84,47.4365,-104.858271
Z59317,59317,4768566240,679643,1841.15,0.26,1164,672,45.356538,-105.488298
Z59318,59318,1329003931,69112867,513.13,26.68,136,74,47.501154,-107.51385
Z59322,59322,1419618896,1436906,548.12,0.55,85,46,47.010502,-106.686345
Z59323,59323,159687236,721538,61.66,0.28,2294,1019,45.98421,-106.666467
Z59324,59324,4157045621,6846048,1605.04,2.64,821,578,45.783736,-104.54255
Z59326,59326,918755706,10311630,354.73,3.98,265,152,46.770356,-104.859403
Z59327,59327,5483029503,24754401,2117.01,9.56,2945,1531,46.236772,-106.682233
Z59330,59330,3146092717,19563369,1214.71,7.55,8307,3806,47.098692,-104.748781
Z59332,59332,1555484360,4671038,600.58,1.8,146,87,45.328163,-104.8621
Z59333,59333,19229886,1180351,7.42,0.46,21,13,46.277368,-106.219986
Z59336,59336,2403616571,1762646,928.04,0.68,192,115,46.331998,-105.022988
Z59337,59337,5967374150,369231573,2304.02,142.56,812,595,47.384253,-106.79841
Z59338,59338,202714726,4705617,78.27,1.82,142,57,46.640459,-105.640492
Z59339,59339,850687952,435116,328.45,0.17,149,88,47.27055,-105.195851
Z59343,59343,453550735,160492,175.12,0.06,82,42,45.662588,-105.465132
Z59344,59344,1163398234,850864,449.19,0.33,300,168,46.398877,-104.593818
Z59347,59347,2183413464,13496274,843.02,5.21,321,172,46.383891,-106.319968
Z59349,59349,3622663514,13003555,1398.72,5.02,913,526,46.890151,-105.502227
Z59351,59351,1384147889,351893,534.42,0.14,200,109,45.75235,-105.749927
Z59353,59353,2303184548,1713204,889.26,0.66,1017,538,46.962866,-104.274466
Z59354,59354,116522670,96360,44.99,0.04,41,15,46.181923,-104.300203
Z59401,59401,8047826,754368,3.11,0.29,13774,6749,47.511219,-111.2755
Z59404,59404,936538857,9625587,361.6,3.72,26867,11142,47.631766,-111.32887
Z59405,59405,1051061831,7499487,405.82,2.9,31438,14307,47.319261,-111.298533
Z59410,59410,3028828352,22627723,1169.44,8.74,666,608,47.48688,-112.635447
Z59411,59411,619454431,18668360,239.17,7.21,460,467,48.862924,-113.394345
Z59412,59412,994586429,65410,384.01,0.03,1747,799,47.32727,-110.88911
Z59414,59414,4311609,456557,1.66,0.18,904,474,47.528099,-111.259323
Z59416,59416,899259817,1320486,347.21,0.51,337,210,48.037342,-111.492748
Z59417,59417,3630657266,60283606,1401.8,23.28,7719,2521,48.701391,-113.129197
Z59418,59418,264290479,11787,102.04,0,95,49,46.799504,-109.920424
Z59419,59419,217568763,11670815,84,4.51,96,61,47.983733,-112.41701
Z59420,59420,633795042,322986,244.71,0.12,243,94,47.877491,-111.003826
Z59421,59421,1797424790,12370095,693.99,4.78,1831,1441,47.19607,-111.73737
Z59422,59422,2769366869,19498470,1069.26,7.53,2643,1338,47.813941,-112.473813
Z59424,59424,178097568,30037,68.76,0.01,87,53,47.352939,-110.107221
Z59425,59425,1460561190,1232319,563.93,0.48,3751,1728,48.187188,-111.898534
Z59427,59427,2754374815,19443794,1063.47,7.51,4757,2054,48.77023,-112.53309
Z59430,59430,1318910280,2826699,509.23,1.09,454,271,47.428095,-109.828966
Z59432,59432,126792052,62221,48.95,0.02,104,75,48.168933,-112.411283
Z59433,59433,936793720,284604,361.7,0.11,594,323,47.883621,-111.69203
Z59434,59434,754954787,7761170,291.49,3,463,306,48.479489,-113.363518
Z59436,59436,680381308,18228933,262.7,7.04,1827,828,47.612001,-112.04732
Z59440,59440,441290856,3427874,170.38,1.32,175,92,47.716021,-111.15854
Z59441,59441,640945299,145192,247.47,0.06,82,96,46.860923,-108.983837
Z59442,59442,2201869582,22132070,850.15,8.55,1789,1008,47.894607,-110.644944
Z59443,59443,161444891,28723,62.33,0.01,612,261,47.563934,-111.828933
Z59444,59444,861455504,3712673,332.61,1.43,355,111,48.727062,-111.377291
Z59446,59446,1834884977,16916391,708.45,6.53,564,329,47.6184,-110.159518
Z59447,59447,1005734303,309753,388.32,0.12,250,165,47.264849,-110.473317
Z59448,59448,292400032,3755430,112.9,1.45,743,206,48.267024,-112.781368
Z59450,59450,987406169,3101134,381.24,1.2,467,250,47.552525,-110.742839
Z59451,59451,601694518,648068,232.32,0.25,241,132,47.389175,-109.389662
Z59452,59452,1072716337,1185640,414.18,0.46,525,376,46.861898,-110.106626
Z59453,59453,1150616115,49782,444.26,0.02,362,220,46.638569,-109.652845
Z59454,59454,324132910,7295121,125.15,2.82,201,122,48.72252,-112.005415
Z59456,59456,970675939,51589662,374.78,19.92,233,91,48.27015,-111.36167
Z59457,59457,2798595405,1163504,1080.54,0.45,9105,4448,47.139997,-109.310721
Z59460,59460,718370075,6216390,277.36,2.4,233,150,48.08457,-110.504941
Z59461,59461,137172743,203195,52.96,0.08,33,19,48.489338,-111.201456
Z59462,59462,359363271,181226,138.75,0.07,168,102,47.122564,-109.891841
Z59463,59463,590254687,0,227.9,0,169,391,47.035641,-110.830833
Z59464,59464,566102848,242735,218.57,0.09,500,236,46.907111,-109.655409
Z59465,59465,112713362,0,43.52,0,52,185,46.890345,-110.720273
Z59466,59466,395884573,2707194,152.85,1.05,97,63,48.768832,-111.70105
Z59467,59467,636450987,420970,245.74,0.16,259,44,48.067356,-112.601298
Z59468,59468,652658757,184733,251.99,0.07,571,250,47.705609,-111.62773
Z59469,59469,264370402,0,102.07,0,157,111,47.201398,-110.701673
Z59471,59471,2449361285,7840371,945.7,3.03,295,166,47.426655,-108.772077
Z59472,59472,104444617,40482,40.33,0.02,657,284,47.396634,-111.159034
Z59474,59474,1829373767,25152630,706.33,9.71,3820,1602,48.508807,-111.72954
Z59477,59477,187046158,197032,72.22,0.08,521,200,47.450159,-111.916558
Z59479,59479,1679315654,325886,648.39,0.13,826,498,47.032558,-110.30532
Z59480,59480,633140976,34495,244.46,0.01,383,205,47.156478,-111.229206
Z59482,59482,844670760,19247080,326.13,7.43,802,329,48.869875,-111.912019
Z59483,59483,270589748,114295,104.48,0.04,530,230,47.453014,-111.70137
Z59484,59484,345278492,2458790,133.31,0.95,111,94,48.967184,-111.658692
Z59485,59485,52070369,1655288,20.1,0.64,705,269,47.401699,-111.572195
Z59486,59486,1419110216,38092156,547.92,14.71,1328,506,48.328011,-112.352072
Z59487,59487,136063522,2270,52.53,0,1240,559,47.587197,-111.638487
Z59489,59489,1636049440,13873323,631.68,5.36,396,212,47.624548,-109.229309
Z59501,59501,3330702440,23087870,1285.99,8.91,12638,5863,48.689862,-109.78113
Z59520,59520,2808258596,12341725,1084.27,4.77,1030,585,48.025105,-109.910509
Z59521,59521,763283487,737963,294.71,0.28,3475,1002,48.298777,-109.918262
Z59522,59522,2303778045,9371872,889.49,3.62,1755,749,48.550782,-111.005156
Z59523,59523,3531900257,12276845,1363.67,4.74,2287,1180,48.531584,-109.238565
Z59524,59524,1866138297,10261569,720.52,3.96,663,313,48.229062,-108.337007
Z59525,59525,866095954,3465183,334.4,1.34,384,149,48.689648,-110.302843
Z59526,59526,2021830157,2636214,780.63,1.02,2435,936,48.440569,-108.718051
Z59527,59527,545286062,2512166,210.54,0.97,974,331,48.03336,-108.752914
Z59528,59528,393506461,132949,151.93,0.05,208,130,48.576175,-110.408743
Z59529,59529,1076248703,663318,415.54,0.26,163,88,48.824522,-108.631789
Z59530,59530,633991585,376617,244.79,0.15,99,92,48.631778,-110.717397
Z59531,59531,589635967,259303,227.66,0.1,241,189,48.788389,-110.801412
Z59532,59532,560943062,14326616,216.58,5.53,180,103,48.578152,-110.105784
Z59535,59535,1912375421,7904934,738.37,3.05,74,69,47.980497,-109.291498
Z59537,59537,1163709820,2716917,449.31,1.05,96,36,48.829781,-108.056377
Z59538,59538,6651252546,137732066,2568.06,53.18,3037,1553,48.112019,-107.84552
Z59540,59540,1038590657,2429620,401,0.94,371,231,48.595081,-110.564262
Z59542,59542,631103630,1351541,243.67,0.52,192,95,48.793008,-108.379302
Z59544,59544,1390281488,4960887,536.79,1.92,175,94,48.805309,-107.557123
Z59545,59545,227177900,493354,87.71,0.19,39,30,48.938962,-111.16259
Z59546,59546,1338242207,7962666,516.7,3.07,129,125,47.751189,-108.592475
Z59547,59547,73202140,328405,28.26,0.13,38,23,48.661556,-109.030355
Z59601,59601,358316301,677424,138.35,0.26,29283,14056,46.527398,-112.21037
Z59602,59602,1382134841,53940985,533.65,20.83,24285,10411,46.739365,-111.905529
Z59631,59631,441053463,50100,170.29,0.02,237,157,46.318339,-112.429775
Z59632,59632,1297752214,3166531,501.06,1.22,1939,914,46.199908,-112.020452
Z59633,59633,578343021,96137,223.3,0.04,206,186,46.818845,-112.342934
Z59634,59634,398216670,500633,153.75,0.19,4819,1859,46.453506,-111.947796
Z59635,59635,186823787,319436,72.13,0.12,7282,2892,46.565126,-111.825982
Z59636,59636,5051796,0,1.95,0,12,18,46.619729,-112.109921
Z59638,59638,249874183,367,96.48,0,617,283,46.360758,-111.967499
Z59639,59639,1753524070,4539982,677.04,1.75,1286,1215,47.07614,-112.692961
Z59640,59640,8934724,424,3.45,0,89,63,46.736116,-112.299386
Z59642,59642,323186459,724605,124.78,0.28,62,40,46.283477,-110.718587
Z59643,59643,538126297,3178881,207.77,1.23,437,261,46.172521,-111.589827
Z59644,59644,1914160488,61323866,739.06,23.68,4036,1972,46.428793,-111.415948
Z59645,59645,4323550337,3796514,1669.33,1.47,1635,1083,46.687671,-111.054661
Z59647,59647,202243451,51657603,78.09,19.95,334,141,46.491037,-111.652939
Z59648,59648,1729804758,19434652,667.88,7.5,635,710,47.07724,-112.127867
Z59701,59701,1171365899,1954602,452.27,0.75,33147,16176,46.035044,-112.47572
Z59703,59703,2321651,0,0.9,0,43,18,46.045687,-112.537463
Z59710,59710,1562045333,3954772,603.11,1.53,286,264,45.065351,-112.067993
Z59711,59711,1597568960,19466426,616.82,7.52,8933,5592,46.099059,-113.139108
Z59713,59713,426037156,187511,164.49,0.07,213,113,46.700778,-112.561064
Z59714,59714,1152621399,2756451,445.03,1.06,18182,7462,45.980279,-111.129807
Z59715,59715,1197347236,707503,462.3,0.27,31567,14370,45.82641,-110.898798
Z59716,59716,1037824419,1344006,400.71,0.52,1798,3137,45.067125,-111.489175
Z59718,59718,619007855,2925524,239,1.13,27367,12530,45.576265,-111.118089
Z59720,59720,943087834,9230378,364.13,3.56,191,394,44.85875,-111.723513
Z59721,59721,666227336,1169243,257.23,0.45,433,263,45.883065,-111.837159
Z59722,59722,948510205,1926817,366.22,0.74,5781,2124,46.366483,-112.772501
Z59724,59724,1516778976,89141,585.63,0.03,128,110,44.696254,-112.762062
Z59725,59725,5619702634,21905278,2169.78,8.46,7963,3861,45.098018,-112.821469
Z59727,59727,715549908,877450,276.28,0.34,221,163,45.801675,-112.837769
Z59728,59728,533567894,29048,206.01,0.01,343,229,46.508907,-112.434846
Z59729,59729,1395154676,4432750,538.67,1.71,2141,1553,45.29372,-111.649073
Z59730,59730,1743626459,4549707,673.22,1.76,1790,1341,45.274465,-111.135185
Z59731,59731,354636564,7066,136.93,0,209,123,46.5822,-112.779623
Z59732,59732,358423444,828236,138.39,0.32,128,101,45.48522,-112.727015
Z59733,59733,469972792,922242,181.46,0.36,198,117,46.492252,-112.941615
Z59735,59735,450237960,1912412,173.84,0.74,331,234,45.651217,-111.869264
Z59736,59736,1094482043,1775697,422.58,0.69,127,134,45.320646,-113.373846
Z59739,59739,2498616532,46649610,964.72,18.01,340,375,44.635875,-112.17207
Z59740,59740,303790053,16035381,117.29,6.19,495,357,45.482937,-111.827844
Z59741,59741,406300675,1451326,156.87,0.56,4352,1929,45.769824,-111.368344
Z59743,59743,212059927,171028,81.88,0.07,134,122,45.68041,-112.680338
Z59745,59745,451780559,1268718,174.43,0.49,134,82,45.595197,-111.614817
Z59746,59746,420190582,805564,162.24,0.31,92,193,45.386453,-113.06207
Z59747,59747,149990805,152351,57.91,0.06,159,143,45.735177,-111.923859
Z59748,59748,52593601,0,20.31,0,254,102,46.046682,-112.699236
Z59749,59749,512857630,359775,198.02,0.14,1513,907,45.451603,-112.08526
Z59750,59750,174278403,378812,67.29,0.15,309,142,45.948191,-112.757232
Z59751,59751,600709592,79169,231.94,0.03,208,140,45.704776,-112.436317
Z59752,59752,1001000950,13069518,386.49,5.05,3431,1583,45.946381,-111.503941
Z59754,59754,771304440,350496,297.8,0.14,964,556,45.456857,-112.326386
Z59755,59755,221525414,53798,85.53,0.02,210,200,45.319288,-111.917328
Z59756,59756,29882610,0,11.54,0,463,48,46.179849,-112.828004
Z59758,59758,824943838,52792769,318.51,20.38,1769,1742,44.741942,-111.182902
Z59759,59759,1178489848,683198,455.02,0.26,3643,1794,45.851618,-112.191421
Z59760,59760,154463724,1100043,59.64,0.42,260,152,45.766631,-111.632062
Z59761,59761,2229948549,4061742,860.99,1.57,265,274,45.642317,-113.534189
Z59762,59762,1583874278,4070748,611.54,1.57,258,271,45.602186,-113.030793
Z59801,59801,17620495,193291,6.8,0.07,30940,14103,46.856398,-114.014338
Z59802,59802,119157242,1722294,46.01,0.66,18407,9143,46.903864,-113.919148
Z59803,59803,206695382,795357,79.81,0.31,16203,6429,46.796608,-113.950416
Z59804,59804,326145514,2929810,125.93,1.13,7533,3236,46.875763,-114.233812
Z59808,59808,339609884,4316678,131.12,1.67,17904,7792,46.980859,-114.086201
Z59820,59820,1030541795,3445161,397.89,1.33,1361,768,46.898852,-114.625586
Z59821,59821,610148487,1000612,235.58,0.39,2377,1040,47.173341,-114.077435
Z59823,59823,837290028,2929379,323.28,1.13,1561,804,46.919806,-113.577725
Z59824,59824,234224646,12072605,90.43,4.66,1792,713,47.422742,-114.203035
Z59825,59825,1341987361,2265042,518.14,0.87,2412,1243,46.614276,-113.735591
Z59826,59826,1131889356,21050906,437.02,8.13,521,682,47.37392,-113.792237
Z59827,59827,196102667,356124,75.72,0.14,300,209,45.885625,-114.004111
Z59828,59828,431741740,885536,166.7,0.34,5543,2477,46.331172,-113.97538
Z59829,59829,1934768009,8715679,747.02,3.37,2679,1642,45.776417,-114.295603
Z59830,59830,84847755,0,32.76,0,146,106,47.424528,-115.343643
Z59831,59831,281317823,2977730,108.62,1.15,454,210,47.26012,-114.368312
Z59832,59832,674120558,684811,260.28,0.26,765,450,46.688956,-113.252857
Z59833,59833,450222027,1526899,173.83,0.59,5448,2247,46.655485,-114.062364
Z59834,59834,190288189,1347982,73.47,0.52,2240,852,47.080954,-114.221653
Z59837,59837,432100428,884229,166.83,0.34,407,224,46.540303,-113.255399
Z59840,59840,1214005677,6897788,468.73,2.66,13052,6696,46.185493,-114.193689
Z59841,59841,3354738,3575,1.3,0,917,194,46.334211,-114.222998
Z59842,59842,331826944,291594,128.12,0.11,90,70,47.329951,-115.437448
Z59843,59843,957772847,4378714,369.8,1.69,260,244,46.832595,-112.965761
Z59844,59844,313096431,5138696,120.89,1.98,736,383,48.058227,-115.974258
Z59845,59845,1180427260,6347987,455.77,2.45,1186,760,47.690337,-114.555981
Z59846,59846,533574357,679409,206.01,0.26,1617,741,47.15181,-114.513148
Z59847,59847,927868047,1088990,358.25,0.42,5658,2290,46.702089,-114.460596
Z59848,59848,91559044,1069279,35.35,0.41,106,52,47.699486,-114.693294
Z59851,59851,558856,61896,0.22,0.02,173,82,46.871544,-113.876537
Z59853,59853,674742915,15628256,260.52,6.03,699,481,48.042017,-115.790724
Z59854,59854,958041043,6328022,369.9,2.44,239,226,47.028464,-113.087968
Z59855,59855,1869748,0,0.72,0,957,363,47.60551,-114.118589
Z59856,59856,207072159,3495764,79.95,1.35,347,256,47.314176,-114.748394
Z59858,59858,2118727895,3467254,818.05,1.34,1538,1299,46.285772,-113.467399
Z59859,59859,1796271298,12039627,693.54,4.65,3270,1776,47.535214,-114.826544
Z59860,59860,628839920,151633963,242.8,58.55,9913,6461,47.706523,-114.17282
Z59863,59863,31974522,84932,12.35,0.03,76,53,47.300226,-114.182539
Z59864,59864,490635567,7294503,189.44,2.82,6752,2753,47.529251,-114.109302
Z59865,59865,404780607,4507284,156.29,1.74,3185,1336,47.330512,-114.010198
Z59866,59866,588350667,2355561,227.16,0.91,943,588,47.327042,-115.158561
Z59867,59867,151267396,97400,58.4,0.04,28,45,47.440003,-115.61198
Z59868,59868,468659168,19177593,180.95,7.4,2054,1991,47.211792,-113.506003
Z59870,59870,657466584,3152912,253.85,1.22,9617,4444,46.516308,-114.06345
Z59871,59871,868010071,1477786,335.14,0.57,218,343,45.870728,-113.819335
Z59872,59872,1235990890,4940539,477.22,1.91,2309,1212,47.110018,-114.90092
Z59873,59873,1959419268,11124470,756.54,4.3,3085,1865,47.668305,-115.297327
Z59874,59874,919524333,19091877,355.03,7.37,1568,930,47.79941,-115.623421
Z59875,59875,334868360,1716170,129.29,0.66,3537,1803,46.419841,-114.314609
Z59901,59901,1170968819,32844591,452.11,12.68,49693,22002,48.229649,-114.385053
Z59910,59910,143474039,70920690,55.4,27.38,356,419,47.795265,-114.298852
Z59911,59911,1016258548,104066929,392.38,40.18,7678,5995,47.738441,-113.740522
Z59912,59912,363216876,6109462,140.24,2.36,13499,6048,48.408215,-114.154362
Z59913,59913,148002464,684271,57.14,0.26,675,374,48.440278,-113.951352
Z59914,59914,36072427,18413961,13.93,7.11,234,242,47.858197,-114.281831
Z59915,59915,87069295,9657317,33.62,3.73,403,326,47.848129,-114.4052
Z59916,59916,270386370,1110457,104.4,0.43,130,389,48.256533,-113.381612
Z59917,59917,668804910,4981967,258.23,1.92,4225,2387,48.936035,-114.876902
Z59918,59918,235137383,2260935,90.79,0.87,592,326,48.768101,-114.859061
Z59919,59919,2459948825,8638661,949.79,3.34,839,662,47.958549,-113.23959
Z59920,59920,467114762,5979728,180.35,2.31,1680,853,48.053743,-114.545855
Z59922,59922,87606570,99316862,33.83,38.35,2408,1548,47.996637,-114.187522
Z59923,59923,3546462042,17846596,1369.3,6.89,9856,5285,48.226144,-115.392222
Z59925,59925,978837007,22235874,377.93,8.59,1435,1011,48.048355,-114.833941
Z59926,59926,24989096,316590,9.65,0.12,513,270,48.352716,-113.997993
Z59927,59927,615251264,6425044,237.55,2.48,368,217,48.592348,-114.711833
Z59928,59928,1553916391,16139881,599.97,6.23,88,508,48.778144,-114.45834
Z59929,59929,156764810,6445060,60.53,2.49,237,263,47.927434,-114.369341
Z59930,59930,214628336,47209879,82.87,18.23,867,704,48.866732,-115.133186
Z59931,59931,26537498,51990995,10.25,20.07,328,436,47.914632,-114.174975
Z59932,59932,67606713,28642456,26.1,11.06,1648,974,48.058,-114.192423
